Day of week,Hrs,Mins,Stage,No.of waiting patients,Reason,Service time (secs)
0,16,36,2,33,3,1434
2,12,55,2,6,0,905
2,19,4,2,8,0,891
6,18,52,2,9,4,1075
2,11,14,2,40,3,1099
3,18,35,2,39,0,916
2,11,30,4,33,2,98
5,21,56,2,42,2,3446
1,11,53,2,35,3,1286
5,20,43,2,19,2,4150
6,9,26,4,9,4,116
6,16,0,2,11,2,3347
1,21,53,4,42,1,98
5,20,56,2,13,1,2343
1,18,23,2,10,2,3673
6,18,3,2,29,4,1087
5,9,35,2,24,3,1579
5,20,33,3,27,0,75
4,11,24,2,7,2,3068
2,19,30,3,27,1,78
6,15,35,2,20,0,882
0,12,9,2,38,0,1160
5,20,2,2,31,2,3533
3,21,41,2,7,4,1060
3,12,56,2,2,2,2963
6,21,9,4,49,0,96
0,10,19,2,48,0,767
5,20,45,2,20,3,1495
5,18,16,4,30,2,85
1,18,35,2,11,4,1236
0,0,28,2,43,4,1070
5,18,20,2,5,0,887
0,14,17,2,30,0,832
2,18,34,4,48,0,99
6,19,51,2,29,3,1464
4,21,29,4,48,1,110
2,21,52,2,44,0,915
6,16,15,2,48,0,917
3,19,21,3,34,2,59
6,18,55,3,7,2,71
0,16,16,2,6,4,1066
5,12,10,2,19,4,910
5,12,41,4,16,2,89
6,11,21,2,20,3,1576
1,20,24,4,1,0,73
4,19,23,4,0,3,87
4,9,27,4,47,4,93
5,21,11,2,7,1,2453
2,20,37,2,22,3,1505
0,0,50,2,32,4,1060
4,18,50,2,31,1,2375
0,12,38,2,12,1,2636
3,20,9,4,9,2,80
5,19,53,2,38,2,3464
1,20,25,2,1,4,1087
5,18,29,2,42,0,896
6,17,17,2,16,3,1560
2,18,55,2,16,2,2477
2,20,40,2,40,3,1567
5,18,59,3,27,3,68
6,11,18,4,23,4,96
0,20,21,3,3,2,48
1,18,19,3,3,4,42
0,11,24,2,39,0,906
0,18,42,3,4,0,69
5,20,47,2,2,4,1079
3,18,2,2,13,0,883
5,21,45,4,37,3,88
5,11,9,2,30,3,1479
3,9,9,2,7,2,3580
0,19,41,4,7,1,83
1,19,24,4,32,3,83
1,20,15,3,31,1,55
3,9,50,2,36,3,1480
0,10,6,2,19,2,3637
1,12,44,2,29,4,1090
6,19,56,2,31,0,888
1,11,53,2,36,4,1061
1,21,16,4,3,2,98
1,18,41,2,15,3,1432
2,11,41,4,38,3,93
0,21,55,4,4,2,92
3,19,17,2,8,3,1482
5,19,21,4,37,4,109
0,15,38,2,44,4,1060
2,20,8,3,8,3,62
5,21,44,3,28,1,86
3,11,31,2,32,4,1073
6,15,13,2,25,3,1509
6,15,51,2,27,0,917
3,20,6,4,8,3,89
6,16,21,2,4,4,1350
4,12,7,3,27,0,46
3,18,59,2,36,2,3592
2,10,9,2,38,4,1082
6,10,16,4,38,2,78
3,21,59,2,24,1,2456
6,10,22,4,8,4,61
2,12,31,3,26,1,71
5,19,2,2,46,1,2264
1,9,53,2,14,4,1088
2,20,36,2,27,0,902
1,18,18,2,43,2,3665
3,21,57,4,28,3,79
0,11,50,2,48,1,2320
2,21,50,2,3,4,1070
2,9,29,3,26,3,59
6,0,6,2,25,2,3763
1,21,8,2,11,2,3852
6,18,28,2,28,4,1284
3,20,36,2,6,0,888
2,18,42,2,20,3,1372
3,18,26,4,42,1,80
2,18,3,3,4,3,89
3,20,23,4,17,2,84
5,18,2,2,48,1,2303
0,10,7,2,23,1,2319
2,18,9,4,12,0,86
6,0,35,2,34,2,3609
6,10,36,2,38,2,3833
1,20,30,3,42,4,46
1,18,45,4,48,4,89
3,20,38,2,36,0,895
4,10,29,2,44,3,1496
0,18,59,3,31,4,71
2,19,32,2,19,0,666
2,18,39,2,25,3,1509
1,21,23,4,25,0,98
4,12,33,2,49,3,1428
4,20,5,2,42,4,1133
5,18,18,3,6,3,48
1,19,46,2,10,0,904
0,11,43,2,1,1,2354
5,19,27,2,47,4,1067
0,11,24,2,5,0,915
3,21,24,2,2,1,2861
4,20,54,2,15,2,3678
3,10,46,4,0,3,80
5,11,34,2,42,3,1548
5,11,47,2,35,3,1599
0,0,21,4,17,2,93
3,12,28,3,18,4,80
1,19,11,2,14,0,907
3,21,23,3,10,4,75
0,20,33,2,33,4,1065
1,19,50,3,8,1,76
5,18,33,2,39,2,3579
1,20,29,2,47,2,3891
1,20,38,2,24,3,1556
6,17,46,2,11,1,2783
0,17,45,2,27,0,917
1,10,34,2,14,0,885
6,0,55,2,7,4,1088
1,21,11,4,0,4,97
5,19,27,2,15,4,1090
6,0,2,4,0,2,84
5,11,0,4,34,3,95
2,9,56,2,42,2,3456
6,9,49,2,45,4,1096
2,11,25,2,24,0,1008
2,18,22,2,2,2,3776
0,14,25,2,39,1,2886
2,19,20,2,48,2,3756
3,19,9,2,44,0,702
4,18,25,2,36,0,904
6,16,41,3,36,2,84
1,21,51,2,40,0,986
0,15,53,2,41,4,1070
6,20,57,2,34,4,980
6,9,47,4,22,3,85
3,9,53,2,24,2,3668
0,15,40,2,25,0,882
3,20,39,2,15,1,1987
5,19,25,3,48,4,66
1,21,10,2,45,3,1512
4,11,7,3,38,4,51
5,20,20,3,33,3,68
2,20,36,4,38,0,113
0,16,2,2,43,1,2055
0,18,8,2,9,4,1079
3,21,14,2,2,2,3493
6,9,5,2,47,0,888
2,12,3,2,26,0,545
4,12,46,2,28,3,1453
4,19,29,3,25,1,79
5,11,27,2,44,3,1485
6,10,55,2,47,1,2283
2,20,43,2,28,2,3361
4,19,18,2,17,2,3544
3,19,36,2,17,1,2371
0,12,48,2,7,2,3440
0,14,34,4,35,3,80
6,17,13,3,40,4,63
6,14,42,2,4,1,2655
6,16,50,3,3,2,78
3,21,13,2,1,2,4665
3,11,36,2,7,2,3632
5,11,0,3,44,1,52
5,19,3,2,7,3,1427
3,11,49,2,23,1,2363
0,17,53,2,41,2,3739
6,0,5,2,27,1,2478
0,18,6,2,25,0,554
5,18,54,4,21,2,80
4,20,19,2,25,0,891
3,18,7,3,26,1,63
5,20,10,2,45,3,1466
2,19,26,2,17,3,1551
6,11,8,2,11,4,1364
3,19,32,4,40,1,114
6,14,14,3,15,1,87
1,11,43,2,45,2,3333
1,20,9,2,20,1,2440
3,10,51,2,37,1,2448
1,19,18,4,40,1,98
0,0,37,3,6,2,59
5,12,4,2,14,4,1084
5,18,58,2,18,3,1555
1,19,28,2,0,1,2401
3,21,53,4,34,3,88
6,9,11,2,14,3,1439
3,21,22,3,38,0,74
0,10,42,3,28,3,72
4,18,59,4,7,4,78
1,9,52,2,32,3,1569
5,20,36,2,45,1,2461
0,20,22,2,48,2,3699
4,18,37,3,49,4,86
1,11,45,2,16,2,3362
6,0,22,4,31,1,96
2,21,45,2,34,0,911
6,0,57,2,20,0,890
1,20,47,2,8,2,3649
0,14,29,2,31,3,1141
5,19,32,4,22,4,97
6,14,7,3,22,4,61
2,12,31,2,12,2,3341
1,21,31,2,21,3,1479
5,21,45,3,34,4,51
1,20,20,2,25,3,1280
1,18,41,2,30,2,3730
6,12,13,4,46,0,93
1,10,5,2,1,4,945
3,21,49,2,16,2,3791
1,19,18,2,21,2,3596
2,19,44,2,19,0,652
3,10,4,2,48,3,1446
4,19,39,2,28,2,3774
5,19,57,2,20,2,3357
6,9,26,4,44,2,77
1,10,46,2,35,0,904
6,20,2,2,1,3,1525
5,12,44,2,35,2,3646
6,9,57,2,28,2,3335
4,11,30,2,24,3,1544
5,21,46,2,47,4,1067
6,17,53,2,17,2,3345
6,19,52,3,15,4,84
2,20,42,3,8,3,63
2,19,44,2,26,0,883
4,20,3,2,8,3,1840
1,19,0,4,36,2,85
3,21,49,2,12,0,913
1,21,15,2,14,4,1071
3,21,57,2,4,2,3702
6,14,14,2,16,4,1307
1,18,57,3,44,2,62
0,19,28,3,11,3,89
5,19,1,2,28,3,1573
2,11,17,2,43,2,3527
2,21,11,4,30,4,80
4,12,12,2,34,1,2402
1,19,16,3,36,1,52
0,11,12,3,20,1,77
1,20,17,2,15,1,2469
5,19,37,2,8,2,3673
6,10,52,2,25,4,1067
5,21,52,2,45,1,2317
4,18,52,2,30,0,840
1,21,2,2,0,4,1092
4,21,13,4,6,3,99
4,19,51,2,24,2,3376
2,18,6,2,48,0,903
1,19,10,2,40,3,1889
0,0,22,2,14,2,2930
2,18,53,3,8,3,61
0,17,52,3,48,4,52
4,20,24,2,49,1,2035
6,18,36,2,8,1,2697
6,16,38,2,42,1,2476
1,10,6,3,32,1,62
5,21,2,4,19,4,78
6,0,9,2,1,1,2469
1,18,35,4,34,3,94
5,9,2,2,38,3,1678
0,10,28,2,40,3,1462
3,21,4,3,49,3,64
4,20,22,2,49,4,1072
1,20,36,2,28,4,1092
0,17,12,2,43,1,2355
5,20,17,2,29,2,3389
1,21,18,4,40,3,90
0,11,7,2,41,0,910
1,21,55,4,44,3,62
1,20,2,2,49,3,1458
5,20,14,2,6,1,2393
0,20,6,2,3,2,3323
2,18,51,2,17,4,1066
3,21,45,2,6,0,1028
5,18,54,3,5,2,65
2,9,21,3,49,1,55
2,9,38,3,43,2,78
0,20,42,2,40,2,3360
6,9,5,2,0,4,1062
6,16,56,3,3,2,69
0,0,14,2,27,4,1076
4,12,17,2,29,3,1687
4,10,12,3,36,4,58
5,18,56,2,12,3,1494
1,21,54,2,23,3,1539
0,14,12,3,46,3,67
3,20,3,2,47,4,1042
0,12,38,3,44,2,59
4,18,36,2,40,4,1061
5,18,32,4,19,2,89
3,12,24,2,23,0,906
5,20,54,2,8,3,1507
3,12,4,2,25,3,1300
1,20,35,2,33,3,1510
2,19,17,2,4,3,1559
1,19,54,4,21,1,91
4,20,19,2,32,1,2339
1,20,24,3,15,4,86
6,0,46,3,15,0,53
5,20,33,2,41,4,1093
5,19,25,2,3,2,3413
0,20,36,2,45,0,888
5,20,21,2,0,1,2365
1,21,2,3,15,4,80
1,21,10,2,41,3,1520
6,17,46,4,28,4,89
1,20,12,2,41,2,3243
6,12,56,2,26,4,1093
6,16,21,2,42,0,892
2,21,2,2,0,1,2403
6,11,36,2,11,1,2333
1,18,7,2,5,1,2429
1,9,33,2,9,0,884
3,18,7,2,16,1,2394
6,9,0,4,26,3,62
3,18,48,2,9,4,861
0,21,28,2,43,3,1747
5,20,59,4,5,0,94
2,18,42,4,34,1,90
6,15,54,3,25,4,46
1,21,35,4,39,3,94
4,11,41,2,32,4,1084
0,16,58,2,15,0,896
6,10,22,2,21,1,2213
6,17,12,2,12,2,2406
1,19,42,4,7,0,115
5,9,52,2,11,2,3435
1,19,10,2,27,2,3785
0,10,11,2,16,0,728
6,12,31,2,20,0,913
3,20,14,3,15,1,56
2,18,46,4,37,2,86
3,21,9,4,42,4,99
0,0,9,2,24,3,1163
1,19,15,2,35,3,1445
2,12,39,2,35,3,1478
5,12,14,2,4,1,2333
0,16,9,4,5,2,84
4,20,18,2,36,4,1072
5,18,6,3,39,2,67
4,10,17,2,2,2,2664
3,21,3,4,44,1,104
5,11,9,2,34,0,832
2,19,55,2,42,1,2296
1,18,57,4,41,3,98
4,10,30,2,24,3,1798
5,18,28,2,42,2,3984
2,10,43,2,8,0,1149
0,15,53,2,1,3,1463
3,19,10,2,2,0,555
5,19,38,3,43,0,52
6,15,29,2,15,2,3750
0,9,8,4,37,1,113
6,16,21,4,47,0,92
0,20,13,2,12,1,2019
1,18,42,2,45,2,3345
5,19,59,4,23,1,85
0,11,43,2,9,2,4619
3,18,33,2,19,3,1484
3,9,23,2,2,0,916
1,10,30,3,8,4,44
2,21,30,3,26,4,64
3,20,29,2,44,0,560
1,19,47,2,49,3,1552
6,20,28,2,28,3,1458
0,0,5,4,29,3,88
2,18,30,2,24,1,2325
1,21,41,2,5,2,3557
1,20,51,4,1,3,89
5,10,10,2,44,3,1457
6,20,0,3,25,0,51
6,15,20,2,32,1,2328
4,21,41,2,1,1,2720
6,11,57,2,18,2,3699
0,14,58,2,17,1,2307
1,12,32,3,14,2,52
5,10,43,2,11,1,2475
6,0,19,2,4,4,1087
0,10,7,3,7,0,63
6,0,22,3,44,1,63
6,10,10,2,43,2,3422
0,21,20,2,47,3,1527
4,10,14,2,37,4,1083
1,10,15,2,20,1,2852
0,9,16,2,43,2,3325
4,11,13,2,8,4,1099
4,19,35,3,6,2,67
3,20,31,4,10,0,99
5,19,47,2,7,4,1093
6,0,30,2,2,2,3776
2,18,27,2,28,4,1096
4,9,12,3,27,4,66
3,9,31,2,25,0,894
5,9,49,2,21,0,887
5,19,33,4,30,0,101
1,19,52,3,37,0,61
1,18,51,3,41,2,78
0,17,24,3,35,1,78
0,20,28,2,14,1,2434
6,16,56,2,33,1,2643
2,9,28,2,17,0,883
4,19,35,2,1,0,889
4,9,55,4,25,2,85
2,18,38,2,29,1,2401
0,19,43,2,3,2,2501
2,21,17,2,43,4,1068
2,9,33,2,42,0,909
4,19,36,3,28,1,79
1,19,8,2,27,0,900
4,21,36,2,29,2,2418
6,9,53,3,17,1,68
1,10,36,4,23,0,82
2,18,12,2,11,0,900
0,0,46,2,1,4,1092
2,19,46,2,25,1,2404
2,11,53,2,27,1,2122
1,9,7,2,23,1,2402
4,18,46,3,6,3,68
6,21,3,2,49,0,702
3,19,36,4,33,4,88
5,21,31,2,42,2,4037
0,11,20,2,17,1,2471
3,20,58,2,36,3,1519
4,18,18,2,23,1,2433
2,12,26,2,42,1,2320
0,19,20,2,23,2,3427
0,21,41,4,32,0,80
6,15,39,2,20,1,2378
0,19,54,4,0,1,91
5,19,1,2,12,3,1433
0,21,43,2,25,4,1087
1,12,55,2,21,2,3479
0,0,13,2,3,1,2355
1,19,47,2,48,0,914
0,10,29,2,36,2,4723
4,18,55,2,48,3,1561
4,19,15,2,29,0,919
4,18,36,2,21,4,1079
6,20,44,2,30,3,1543
4,20,23,2,22,3,1700
4,19,44,2,29,0,894
6,9,41,2,7,1,2383
3,20,11,2,20,4,1076
4,19,24,4,40,4,99
3,11,2,3,26,2,85
3,9,47,2,37,2,3657
2,21,43,3,10,1,43
4,18,29,3,36,0,72
3,20,27,2,8,4,1082
2,18,50,3,6,0,76
3,9,42,3,25,3,70
6,16,36,2,30,3,1877
1,12,1,3,39,2,52
6,14,25,2,49,1,2466
5,21,12,4,42,3,77
2,20,30,3,38,1,85
0,0,54,2,5,2,3523
6,0,56,3,15,0,85
1,18,42,3,32,2,68
6,11,44,2,26,1,2292
2,18,26,2,32,3,1432
3,18,55,2,38,2,3744
1,10,23,4,28,0,87
1,20,30,2,9,3,1456
0,17,21,2,29,4,1331
3,18,20,2,34,4,1092
2,21,10,2,16,4,1089
5,20,38,2,24,0,896
4,19,16,4,11,2,105
5,20,27,2,42,4,1068
4,21,12,2,30,1,2300
6,0,21,2,39,3,1487
0,20,53,4,40,3,72
4,19,39,2,1,4,1064
5,21,39,2,21,0,1167
1,9,29,2,40,2,3546
3,18,47,2,27,1,2379
2,18,9,2,35,4,1094
2,19,30,2,27,4,1081
0,12,40,3,45,3,65
0,12,45,3,8,4,74
6,0,21,3,23,0,63
4,21,38,2,22,2,3752
3,19,42,2,6,1,2266
1,18,17,4,27,3,119
4,19,36,2,24,3,1534
3,18,26,2,14,0,894
2,12,56,2,23,2,3715
0,11,34,2,36,1,2629
2,18,25,2,24,3,1530
1,18,11,2,28,1,2339
6,20,30,4,33,4,98
6,18,58,2,6,0,750
2,21,7,2,5,4,1339
6,19,31,3,20,0,70
5,10,31,4,32,3,98
2,21,51,3,42,3,71
2,20,59,2,5,0,956
0,15,6,2,1,0,905
1,21,14,2,1,3,1487
2,20,24,2,22,2,4276
3,20,58,4,12,1,107
4,9,31,2,9,4,1077
1,18,44,4,49,1,99
0,19,46,2,28,0,886
5,18,56,4,23,3,81
2,9,33,2,3,4,1083
4,20,25,2,24,3,1586
4,20,30,2,29,0,887
1,18,35,3,5,0,74
1,19,24,3,4,4,88
1,10,38,4,36,0,82
2,11,14,4,20,0,82
5,10,47,2,42,2,3900
3,19,38,3,0,4,65
5,12,30,2,15,1,2479
0,0,8,2,24,1,2380
3,18,45,2,0,0,905
3,18,1,2,22,0,913
6,0,2,2,34,1,2363
2,9,18,3,46,4,47
0,0,25,2,25,2,3696
5,18,29,4,35,4,98
1,18,7,3,49,2,88
6,15,5,4,38,3,61
0,11,41,2,33,2,3333
6,21,51,2,4,3,1543
6,11,33,2,20,3,1528
2,21,34,2,20,2,3513
4,10,22,2,17,0,892
3,19,10,2,34,1,2372
4,19,39,2,37,0,684
2,19,56,2,29,3,1565
0,11,57,2,38,2,3525
1,18,46,2,20,4,1070
0,21,46,2,36,3,1442
4,20,18,2,47,3,1422
5,12,36,3,22,2,76
5,19,50,2,47,1,2298
5,19,58,4,39,2,91
1,9,16,2,22,1,2339
3,20,21,4,0,2,93
2,11,51,2,20,3,1550
5,19,43,4,18,1,84
2,20,48,3,42,2,55
3,20,54,2,15,4,1064
2,9,27,4,31,2,80
1,18,43,4,12,3,93
6,19,56,3,38,3,69
1,19,9,2,11,4,1313
5,18,22,4,4,3,60
5,20,11,2,31,0,1029
0,21,11,2,42,3,1437
3,19,54,2,19,4,1060
4,18,21,2,45,1,2264
3,20,36,4,40,0,83
2,19,58,2,22,3,1439
1,21,33,2,44,1,2424
4,21,47,2,17,0,896
2,11,11,2,48,1,2297
3,20,51,4,23,3,96
6,16,57,2,4,3,1448
2,20,19,4,25,3,97
5,18,32,3,30,0,42
1,19,11,2,36,2,3412
0,20,58,3,5,0,57
5,18,57,2,12,2,3610
4,21,2,2,8,3,1443
6,9,38,2,15,0,904
3,9,41,3,44,4,45
1,19,34,3,9,3,78
5,12,11,2,44,0,1125
2,9,19,2,13,1,2384
0,17,46,2,6,3,1513
5,18,59,3,39,3,86
4,10,6,3,26,4,82
5,20,6,2,12,0,583
4,9,31,3,39,0,73
0,9,11,2,49,2,3617
6,14,48,2,44,1,2376
3,21,8,2,21,3,1644
5,10,34,4,13,4,89
4,21,21,2,5,3,1330
5,20,22,4,44,0,84
4,10,55,2,22,2,2913
6,14,12,2,22,0,902
1,12,44,2,3,4,1193
1,9,4,4,4,2,88
2,18,55,4,43,0,85
0,0,41,2,35,0,896
3,21,7,2,18,1,2332
4,11,7,3,36,3,40
2,12,23,2,7,3,1452
2,11,27,4,7,2,80
2,20,23,4,11,2,74
0,14,43,3,9,1,45
2,19,14,2,10,2,3598
6,10,50,2,6,1,2474
3,12,29,2,5,1,2428
4,21,44,2,2,4,1090
4,21,21,2,29,2,3603
1,21,28,2,35,2,4444
0,0,52,2,11,4,1089
0,12,28,2,8,1,2379
5,18,56,2,48,3,1563
5,19,46,2,45,2,3373
0,0,36,3,8,0,53
1,21,38,3,49,2,79
5,18,28,2,45,1,2379
2,18,23,2,36,0,731
1,20,26,2,20,1,2362
1,20,46,2,10,0,912
6,21,21,4,20,2,93
4,20,49,3,39,3,66
6,21,24,2,31,0,902
3,20,9,3,32,1,68
3,10,25,3,40,1,52
4,19,33,2,4,4,1091
6,0,42,3,19,0,73
1,21,4,2,7,4,1099
6,21,8,2,42,0,904
0,18,43,3,12,4,73
6,16,48,2,30,4,1261
3,20,59,2,21,1,2294
2,21,15,4,3,2,81
5,20,2,2,44,2,3718
2,19,58,3,22,2,58
3,20,42,3,1,0,41
4,11,52,4,3,4,82
6,11,38,2,38,3,1518
3,21,38,3,4,4,56
4,20,13,2,12,2,3431
5,18,42,4,21,2,97
4,18,40,2,25,1,2400
3,20,11,2,5,1,2373
6,20,30,2,34,4,945
5,20,31,4,25,4,86
1,20,54,2,49,3,1539
6,17,52,4,20,1,95
2,19,33,3,9,1,70
4,20,15,4,34,0,76
2,20,25,2,22,4,1079
1,20,44,4,41,4,86
5,9,57,2,15,3,1197
0,11,3,2,21,0,587
5,19,25,2,11,1,2458
2,19,12,4,12,4,82
2,21,12,4,25,3,84
3,11,27,2,30,1,2333
2,18,20,2,40,0,778
6,16,22,2,13,3,1616
2,19,23,2,2,4,1099
6,12,24,2,39,0,913
6,20,19,4,44,2,63
5,10,53,2,19,2,3762
4,21,57,2,21,0,913
2,21,15,2,30,1,2449
5,19,3,2,25,3,1441
4,18,30,2,49,2,3332
1,18,17,4,29,4,85
3,20,52,2,29,1,1989
1,20,6,2,43,4,898
4,19,6,4,39,2,81
2,20,53,3,45,3,86
3,19,27,2,12,3,1751
5,20,12,2,1,3,1558
3,12,57,2,46,4,938
2,20,31,2,10,1,2134
4,18,42,2,37,4,920
6,21,52,3,15,1,85
5,21,48,2,15,4,1080
2,9,33,3,4,0,51
1,18,38,2,20,0,917
6,17,8,4,49,3,89
4,19,28,2,47,0,1078
0,20,54,3,48,0,60
6,11,42,2,17,0,896
0,14,40,2,48,4,1065
5,12,55,2,4,4,1095
4,10,8,2,38,1,2711
0,12,44,2,15,2,3533
4,19,12,3,27,0,41
2,19,45,3,8,3,49
4,12,46,2,21,0,882
2,18,8,2,1,3,1827
4,20,35,3,29,2,53
5,18,51,3,20,0,60
5,19,4,4,3,4,68
0,16,13,4,11,2,80
6,11,17,2,20,3,1433
2,19,16,2,8,1,2053
6,0,40,2,35,3,1476
0,18,48,2,40,2,2542
1,18,23,3,39,0,65
3,21,49,2,38,3,1569
6,14,12,2,32,2,3731
0,17,47,2,45,3,1852
5,11,25,3,30,0,78
4,21,57,2,9,2,4425
0,19,31,4,30,4,83
1,19,33,2,11,3,1279
0,16,6,3,26,1,85
1,21,36,2,48,0,913
4,10,1,2,15,2,2869
5,20,2,2,25,3,1524
2,18,30,3,8,4,71
6,9,30,2,17,2,3576
6,9,17,2,44,1,2353
3,21,39,2,3,2,2836
6,12,42,2,45,1,2327
4,19,6,2,6,1,2342
0,21,49,2,5,0,1236
1,21,50,2,43,3,1159
2,9,52,2,42,3,1239
3,21,18,2,25,4,1084
0,0,45,3,48,2,69
3,12,16,2,10,0,904
6,10,42,2,36,3,1444
6,0,31,2,8,3,1456
5,21,6,3,43,2,73
4,19,12,2,6,0,907
4,18,31,3,27,3,60
0,21,27,3,14,0,89
6,18,54,2,42,2,3868
3,20,1,2,43,4,1093
2,9,6,2,22,3,1473
5,18,6,4,13,4,87
2,18,37,2,14,1,2314
0,15,24,2,31,3,1500
2,20,25,3,30,4,54
3,18,50,2,28,3,1733
5,18,5,2,19,2,3110
6,17,58,3,24,1,66
4,18,8,2,14,1,2540
3,10,31,4,0,1,83
5,18,31,2,27,3,1458
2,20,17,2,27,3,1351
5,9,17,2,40,4,1098
2,9,29,3,10,4,57
3,18,49,4,18,0,95
6,0,37,4,25,3,82
3,18,2,2,43,0,889
5,20,52,2,48,2,3516
6,12,10,2,14,3,1489
0,19,31,4,33,2,89
4,18,44,2,39,3,1233
2,9,38,2,48,2,3430
1,21,2,2,44,3,1837
6,18,46,2,15,3,1430
3,21,5,2,40,2,3352
5,12,58,2,14,3,1476
2,12,2,3,30,2,68
3,18,2,2,21,2,2499
4,19,2,2,25,2,3727
3,10,22,3,17,1,71
3,18,51,2,24,3,1431
5,20,37,2,35,0,1238
5,21,30,2,31,0,885
3,21,44,4,25,4,88
5,18,30,2,13,3,1123
0,18,41,3,17,0,52
5,20,19,3,8,4,66
3,21,41,4,16,4,86
1,19,30,2,7,1,2406
1,18,11,2,38,3,1870
2,21,57,3,20,4,58
2,19,0,2,41,0,887
5,12,43,2,45,4,1080
5,18,23,3,44,1,70
4,19,34,2,12,1,2306
3,21,27,2,11,4,1069
1,19,15,2,38,1,2265
0,17,33,2,46,1,2336
6,12,15,4,7,4,103
5,20,3,2,7,3,1426
1,19,12,2,48,4,1085
3,19,20,2,37,4,1030
2,12,53,2,45,4,950
3,20,0,2,28,3,1457
5,18,57,2,14,1,2316
5,11,32,4,35,0,69
2,9,42,4,22,2,81
2,18,58,2,35,4,1092
6,19,28,2,13,1,2279
6,20,29,2,43,0,881
1,21,25,2,23,0,902
2,21,6,2,36,2,3692
0,18,7,4,37,4,83
6,14,35,4,9,4,98
4,11,13,4,26,1,84
3,18,17,3,11,4,76
1,18,38,4,32,4,85
1,20,31,2,5,1,2333
6,21,49,2,23,0,906
6,19,19,3,0,0,69
5,18,45,2,35,1,2294
0,15,34,2,21,1,2286
1,20,12,2,37,0,642
6,17,14,4,10,4,92
1,18,58,2,42,1,2456
6,11,48,2,27,4,1095
2,19,39,4,5,3,87
6,11,51,2,23,1,2276
2,19,27,2,47,2,3380
4,12,36,2,43,2,3517
4,18,19,2,29,3,1538
6,16,39,2,2,2,3736
2,21,15,2,10,1,2392
5,18,57,3,39,4,76
5,21,38,4,41,1,76
4,12,33,3,26,0,68
5,21,7,2,4,4,1152
0,20,3,2,32,4,1092
4,9,6,2,38,2,3476
6,15,50,2,49,0,556
3,12,47,4,29,2,99
5,20,7,2,19,4,1066
5,18,15,2,16,4,987
3,18,44,4,39,1,75
3,19,38,2,34,2,3759
4,19,37,2,3,4,852
5,11,21,2,46,4,1100
1,19,3,2,1,4,1074
1,19,28,2,23,3,1496
6,21,7,2,49,0,705
4,20,41,2,18,4,1350
4,19,57,3,0,1,72
5,19,6,2,8,1,2509
0,15,12,2,38,0,880
5,19,22,2,5,4,1098
5,18,43,3,4,0,80
5,18,6,2,28,2,3673
4,19,49,4,32,0,87
6,0,53,4,1,1,82
6,10,19,2,16,0,881
6,12,10,2,42,3,1632
3,19,51,2,5,2,3484
6,20,52,3,38,2,54
0,15,3,2,2,1,2472
0,0,58,2,37,0,914
0,10,41,2,36,4,1111
3,20,56,2,30,2,3520
4,11,11,2,37,1,2462
3,10,18,4,24,2,103
3,20,43,2,32,1,2350
0,16,31,2,38,1,2084
0,0,55,2,3,0,892
5,21,34,2,11,0,767
5,21,11,2,28,4,974
2,20,16,2,14,4,1079
1,18,49,2,43,1,2378
5,18,57,4,27,4,92
2,18,19,2,30,3,1534
2,21,44,3,29,4,76
5,18,24,3,8,2,53
1,19,7,2,0,2,3436
6,0,20,2,13,0,1196
6,9,37,2,37,2,3517
5,18,49,2,33,2,2689
5,21,25,2,23,1,2280
1,21,8,2,31,0,909
4,18,13,3,3,3,79
4,9,45,2,16,1,2381
3,21,33,2,39,2,4342
0,14,21,2,7,4,1061
0,19,30,3,1,1,89
6,9,16,4,25,1,111
4,20,28,4,23,1,87
3,11,28,2,21,4,1037
2,12,22,2,47,4,906
1,19,48,4,32,2,60
6,19,34,2,22,4,848
5,9,37,2,18,1,2327
3,19,41,2,23,2,3439
3,20,38,3,45,4,56
0,15,16,4,37,4,94
1,18,9,2,27,2,3332
1,20,4,4,13,3,92
2,20,42,2,9,0,893
5,12,55,3,24,4,45
5,18,45,2,43,1,2288
6,0,2,2,35,1,2278
4,11,10,2,4,0,912
3,12,58,2,34,0,1016
1,21,48,3,3,1,63
1,21,42,2,39,2,3727
2,12,54,2,22,0,899
0,11,43,2,24,2,3309
1,18,27,2,46,4,1378
5,20,33,2,4,3,1729
1,19,58,2,43,4,1076
0,18,30,4,29,0,84
0,0,5,2,19,0,713
5,19,24,2,17,3,1453
0,16,48,2,29,2,3366
3,21,40,2,32,1,2132
0,14,2,2,27,2,3035
2,12,46,2,30,1,2290
5,20,1,2,13,1,2472
1,19,44,3,23,3,41
5,19,43,2,9,0,719
4,20,25,2,30,3,1422
2,20,52,3,17,4,88
1,20,0,3,38,1,80
6,0,8,2,10,3,1510
4,19,39,3,15,4,83
4,12,19,3,32,4,57
0,20,2,4,24,1,114
4,21,7,4,32,0,73
1,9,44,2,31,1,2704
1,12,55,2,25,2,3521
0,9,49,4,12,0,83
0,0,16,3,18,0,88
5,20,13,4,7,3,86
5,19,57,4,16,1,87
5,19,24,2,16,4,922
3,18,2,2,10,3,1457
1,18,15,2,17,0,902
1,10,36,3,12,2,85
6,11,13,2,12,2,3493
2,21,32,3,34,2,70
2,21,30,2,13,2,4694
0,10,28,2,32,4,1091
3,18,59,4,43,0,66
5,10,45,2,12,4,1071
